"DEPCOM","millesime","nb_logt_total","nb_ls_actif","nb_ls_qpv","nb_ls_coll","nb_ls_ind","nb_ls_etu","nb_ls_loue","nb_ls_vacant","nb_ls_vacant_3","nb_ls_vide","nb_ls_association","nb_ls_autre","num_mob","denom_mob","nb_mes","nb_ls_age_0_5","nb_ls_age_5_10","nb_ls_age_10_20","nb_ls_age_20_40","nb_ls_age_40_60","nb_ls_age_60_plus","nb_ls_dpe_realise","nb_ls_dpe_new_ener_A","nb_ls_dpe_new_ener_B","nb_ls_dpe_new_ener_C","nb_ls_dpe_new_ener_D","nb_ls_dpe_new_ener_E","nb_ls_dpe_new_ener_F","nb_ls_dpe_new_ener_G","somme_loyer","somme_surface"
"42193",2025,30,30,0,30,0,0,30,0,0,0,0,0,5,30,0,0,0,0,17,13,0,30,0,0,5,10,12,0,0,10849,1823
"42195",2025,35,35,0,35,0,0,34,1,0,0,0,0,2,35,0,0,0,0,0,30,5,35,0,0,0,1,33,0,0,8274,2282
"42197",2025,40,40,0,4,36,0,40,0,0,0,0,0,2,40,0,0,0,5,12,23,0,40,0,0,17,23,0,0,0,17381,2883
"42198",2025,13,13,0,8,5,0,11,0,0,2,0,0,0,11,0,0,0,0,5,0,8,13,0,0,3,5,0,1,0,5507,804
"42199",2025,18,18,0,14,4,0,16,0,0,0,2,0,1,16,0,0,0,0,11,0,7,18,0,0,11,6,1,0,0,6536,1045
"42200",2025,55,55,0,48,7,0,54,1,0,0,0,0,7,55,0,6,0,42,7,0,0,29,0,0,20,1,0,0,0,23592,3862
"42201",2025,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,1,2,0,0,1194,222
"42202",2025,8,8,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0,0,5,0,0,0,0,4,0,0,4270,718
"42204",2025,85,85,0,82,3,0,70,11,3,4,0,0,12,81,0,0,0,0,3,24,58,85,0,0,0,2,56,12,15,22563,4660
"42205",2025,7,7,0,7,0,0,6,1,1,0,0,0,2,7,0,0,0,0,0,0,7,7,0,0,0,1,0,0,0,2327,388
"42206",2025,8,8,0,8,0,0,8,0,0,0,0,0,2,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,3365,513
"42207",2025,5751,5751,1021,5681,70,0,5174,182,126,279,11,105,512,5350,6,49,58,103,580,3161,1800,5701,64,841,1756,1523,655,509,1,1908725,336111
"42208",2025,12,12,0,12,0,0,11,1,0,0,0,0,1,12,0,0,0,0,12,0,0,12,0,0,6,6,0,0,0,4310,750
"42211",2025,67,67,0,49,18,0,66,0,0,0,0,1,5,66,0,0,11,22,34,0,0,67,5,6,44,7,0,0,0,30497,4495
"42212",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,2160,372
"42213",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,2,0,0,0,1489,240
"42214",2025,12,12,0,3,9,0,11,0,0,0,0,1,0,11,0,0,0,0,7,5,0,12,0,0,4,1,3,4,0,5448,901
"42215",2025,47,47,0,23,24,0,41,1,1,5,0,0,6,42,0,0,0,8,32,7,0,47,0,0,20,19,6,2,0,16751,2981
"42216",2025,16,16,0,10,6,0,15,1,0,0,0,0,2,16,0,0,6,0,4,6,0,12,0,0,2,4,0,0,0,6494,1110
"42217",2025,3,3,0,3,0,0,2,1,0,0,0,0,1,3,0,0,0,0,3,0,0,3,0,0,0,0,2,1,0,407,87
"42218",2025,19521,19472,7932,19101,371,0,17619,557,237,882,66,348,1827,18145,32,183,295,1357,3108,6376,8153,18676,17,342,4359,6071,4007,1245,107,6752411,1150764
"42219",2025,14,14,0,6,8,0,14,0,0,0,0,0,1,14,0,0,0,0,12,0,2,14,0,0,4,8,1,0,0,6347,971
"42221",2025,3,3,0,3,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,763,140
"42222",2025,222,222,0,141,81,0,215,5,0,0,0,2,20,220,0,0,43,0,58,75,46,180,0,4,72,77,25,0,0,88317,15524
"42223",2025,565,565,0,558,7,0,540,18,7,3,0,4,62,558,0,43,69,170,84,42,157,484,0,0,270,118,10,6,0,243483,37183
"42224",2025,95,95,0,85,10,0,94,1,0,0,0,0,7,86,9,9,0,6,17,43,20,49,0,0,1,23,17,0,0,35336,6428
"42225",2025,72,72,0,36,36,0,69,2,1,1,0,0,6,71,0,15,14,11,31,0,1,62,0,0,31,20,8,2,0,33519,5079
"42226",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,2077,330
"42227",2025,15,15,0,15,0,0,10,5,4,0,0,0,2,15,0,0,0,4,4,0,7,15,0,0,0,12,1,0,0,2977,592
"42228",2025,22,22,0,11,11,0,20,1,0,0,0,1,2,21,0,16,0,0,6,0,0,22,0,0,16,0,3,0,0,9046,1363
"42230",2025,89,89,0,84,5,0,51,20,17,18,0,0,2,71,0,0,0,0,16,27,46,75,0,0,0,8,27,1,0,16346,3163
"42231",2025,16,16,0,11,5,0,16,0,0,0,0,0,4,16,0,0,0,5,11,0,0,16,0,0,16,0,0,0,0,6626,1016
"42232",2025,32,32,0,6,26,0,29,2,2,1,0,0,2,31,0,0,7,5,18,0,2,32,0,0,7,6,1,1,1,16095,2390
"42233",2025,7,7,0,0,7,0,7,0,0,0,0,0,2,7,0,0,0,0,7,0,0,7,1,0,0,2,3,1,0,4206,657
"42234",2025,227,227,0,217,10,0,216,11,1,0,0,0,26,184,43,91,13,46,9,30,38,167,0,0,76,55,0,0,0,90974,14898
"42237",2025,535,535,0,512,23,0,513,14,3,3,0,5,34,527,0,11,6,61,108,282,67,523,0,0,128,68,14,0,1,203531,34594
"42238",2025,9,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,0,4,5,0,9,0,0,0,0,3,0,0,3797,738
"42239",2025,10,10,0,3,7,0,10,0,0,0,0,0,0,10,0,0,0,2,8,0,0,10,0,0,9,1,0,0,0,4910,754
"42240",2025,20,20,0,15,5,0,17,1,0,1,0,1,0,18,0,0,0,0,10,10,0,20,0,0,1,4,4,1,1,6260,1242
"42241",2025,12,12,0,12,0,0,12,0,0,0,0,0,2,12,0,0,0,0,0,12,0,12,0,0,0,0,12,0,0,4087,1020
"42242",2025,15,15,0,15,0,0,15,0,0,0,0,0,3,15,0,0,0,9,0,6,0,15,0,0,1,4,3,3,0,6721,1041
"42245",2025,5,5,0,2,3,0,5,0,0,0,0,0,1,5,0,0,0,0,3,2,0,5,0,0,0,2,2,0,0,1964,351
"42246",2025,60,60,0,55,5,0,37,4,3,18,0,1,3,41,0,0,0,0,12,25,23,60,0,0,3,35,12,6,0,14153,2539
"42248",2025,73,73,0,64,9,0,63,10,5,0,0,0,11,73,0,0,0,20,21,16,16,73,0,0,17,30,18,2,0,23865,4015
"42249",2025,45,45,0,25,20,0,38,6,3,1,0,0,6,44,0,0,0,12,16,14,3,45,0,0,1,28,7,0,0,16314,2800
"42251",2025,6,6,0,6,0,0,6,0,0,0,0,0,1,6,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,2624,428
"42253",2025,13,13,0,0,13,0,13,0,0,0,0,0,0,13,0,0,0,4,9,0,0,13,0,0,5,5,3,0,0,7341,1173
"42254",2025,12,12,0,7,5,0,9,2,2,1,0,0,0,11,0,0,0,1,11,0,0,11,0,0,0,0,7,3,1,3847,709
"42256",2025,275,275,0,155,120,0,269,3,0,2,0,1,20,272,0,30,69,117,55,0,4,251,0,0,147,37,0,1,0,126868,20208
"42257",2025,25,25,0,16,9,0,22,2,0,1,0,0,3,24,0,0,0,4,5,16,0,25,0,0,0,4,16,5,0,7307,1280
"42259",2025,142,142,0,104,38,0,141,0,0,0,0,1,12,141,0,18,12,23,54,0,35,138,0,17,52,53,7,0,0,74278,11169
"42260",2025,6,6,0,6,0,0,5,1,1,0,0,0,1,6,0,0,0,0,6,0,0,6,0,0,0,4,2,0,0,1658,263
"42261",2025,18,18,0,4,14,0,17,1,0,0,0,0,4,18,0,0,0,10,8,0,0,18,0,0,0,10,6,2,0,7679,1221
"42262",2025,39,39,0,22,17,0,34,3,3,2,0,0,3,37,0,0,0,10,23,0,6,39,0,0,8,18,0,7,5,14510,2465
"42264",2025,14,14,0,5,9,0,14,0,0,0,0,0,1,14,0,0,0,5,9,0,0,14,0,0,0,1,5,0,0,6210,1014
"42266",2025,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,1,2,0,0,917,203
"42267",2025,13,13,0,6,7,0,13,0,0,0,0,0,0,13,0,0,0,6,7,0,0,13,0,0,7,6,0,0,0,6103,1017
"42268",2025,3,3,0,0,3,0,1,2,2,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,464,84
"42270",2025,16,16,0,14,2,0,14,2,1,0,0,0,3,16,0,0,0,0,16,0,0,16,0,0,6,8,0,0,0,6289,1359
"42271",2025,339,339,142,282,57,0,326,4,0,2,0,7,30,330,0,0,14,54,62,209,0,325,0,59,207,40,2,0,0,141358,23650
"42272",2025,108,108,0,108,0,0,88,0,0,19,0,1,8,88,0,4,0,15,18,49,22,101,0,0,15,17,4,32,0,28318,5433
"42274",2025,3,3,0,0,3,0,3,0,0,0,0,0,1,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1163,184
"42275",2025,505,505,0,385,120,0,496,3,0,3,0,3,35,499,0,0,29,50,172,254,0,492,0,34,79,269,4,0,0,232729,36392
"42279",2025,539,539,0,410,129,0,526,5,2,2,0,6,56,522,9,27,69,203,79,110,51,499,0,7,188,110,39,40,0,246918,38605
"42280",2025,6,6,0,6,0,0,3,3,1,0,0,0,0,6,0,0,0,0,0,0,6,6,0,0,0,2,4,0,0,1251,220
"42283",2025,14,14,0,10,4,0,14,0,0,0,0,0,1,4,10,10,0,0,4,0,0,14,10,0,0,4,0,0,0,6823,985
"42284",2025,14,14,0,4,10,0,12,0,0,0,0,2,0,12,0,0,0,4,10,0,0,14,0,0,1,7,4,2,0,5401,884
"42285",2025,217,217,0,159,58,0,211,6,0,0,0,0,19,217,0,59,51,42,36,27,2,199,0,2,84,28,0,0,0,91578,14922
"42286",2025,13,13,0,4,9,0,11,2,0,0,0,0,1,13,0,0,0,4,5,0,4,13,0,0,0,0,0,7,2,4448,742
"42287",2025,41,41,0,38,3,0,27,14,12,0,0,0,4,41,0,0,0,0,7,0,34,41,0,0,1,13,10,1,0,9401,1848
"42288",2025,9,9,0,5,4,0,8,1,1,0,0,0,0,9,0,0,0,0,4,5,0,9,0,0,0,6,2,0,0,3426,617
"42289",2025,69,69,0,50,19,0,63,3,1,2,0,1,6,56,10,10,12,0,18,17,12,59,0,0,13,15,11,15,5,25150,4286
"42293",2025,36,36,0,15,21,0,34,1,0,1,0,0,5,35,0,0,0,4,17,12,3,36,0,0,14,21,1,0,0,16319,2731
"42294",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,2,3,0,0,5,0,0,2,3,0,0,0,2938,407
"42295",2025,21,21,0,0,21,0,11,0,0,0,0,10,2,11,0,0,0,11,6,4,0,21,0,0,0,1,13,1,0,5494,847
"42298",2025,6,6,0,0,6,0,6,0,0,0,0,0,1,6,0,0,0,0,0,6,0,6,0,0,0,0,4,0,0,2380,384
"42299",2025,186,186,0,131,55,0,183,0,0,0,0,3,10,139,44,44,0,71,31,39,1,185,1,43,60,18,1,1,0,88145,13539
"42300",2025,6,6,0,3,3,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,1,3,0,0,2680,451
"42301",2025,3,3,0,3,0,0,2,1,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,556,111
"42302",2025,535,535,0,464,71,0,510,20,14,2,0,3,60,530,0,22,50,158,74,224,7,498,0,0,232,70,3,0,0,231746,36551
"42303",2025,2,2,0,0,2,0,2,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1006,162
"42304",2025,258,258,0,221,37,0,249,3,1,2,1,3,37,249,3,20,43,72,55,22,46,250,2,17,64,28,22,1,0,114533,17715
"42305",2025,581,581,0,552,29,0,553,13,6,3,0,12,50,566,0,0,39,198,111,158,75,563,0,0,234,217,14,5,2,242681,37729
"42306",2025,8,8,0,4,4,0,7,0,0,0,0,1,1,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2830,457
"42307",2025,28,28,0,6,22,0,28,0,0,0,0,0,0,28,0,0,6,11,10,0,1,27,0,0,5,5,9,8,0,14773,2439
"42308",2025,8,8,0,8,0,0,8,0,0,0,0,0,1,8,0,0,0,0,4,0,4,8,0,0,0,6,2,0,0,2812,476
"42311",2025,34,34,0,29,5,0,32,1,0,0,0,1,4,33,0,6,0,16,12,0,0,32,0,0,8,7,1,0,0,16582,2386
"42313",2025,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,2,2,1314,220
"42316",2025,1081,1081,0,1029,52,0,812,125,106,130,2,12,96,911,26,50,39,86,275,539,92,1039,0,0,223,528,134,29,9,328608,58160
"42318",2025,22,22,0,14,8,0,19,3,3,0,0,0,3,22,0,0,0,8,6,8,0,22,0,0,2,15,5,0,0,7020,1213
"42319",2025,3,3,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,1447,263
"42320",2025,6,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,1,5,0,0,0,2330,402
"42322",2025,14,14,0,14,0,0,14,0,0,0,0,0,0,14,0,0,0,4,5,0,5,14,0,0,4,5,3,1,0,6098,1017
"42323",2025,403,403,0,359,44,0,395,2,0,1,0,5,36,366,31,127,58,51,63,64,40,377,11,55,251,11,25,0,0,178835,27389
"42324",2025,8,8,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,0,0,3,2,0,0,0,4944,704
"42326",2025,5,5,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,2,2,0,0,2450,415
"42327",2025,5,5,0,5,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,2,0,0,0,1,0,1,0,1949,328
"42328",2025,4,4,0,3,1,0,4,0,0,0,0,0,1,4,0,0,0,0,0,1,3,4,0,0,0,2,1,0,0,1448,286
"42330",2025,321,321,0,316,5,0,307,3,1,6,1,4,26,310,0,17,8,170,39,52,35,280,2,0,144,76,6,4,0,139044,21289
"42331",2025,8,8,0,5,3,0,8,0,0,0,0,0,1,8,0,5,0,0,3,0,0,7,0,0,5,2,0,0,0,3397,533
"42332",2025,123,123,0,14,109,0,119,1,0,0,0,3,8,120,0,14,12,26,33,14,24,119,3,27,35,46,8,0,0,66138,10796
"42333",2025,5,5,0,0,5,0,5,0,0,0,0,0,1,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,2410,391
"42334",2025,16,16,0,15,1,0,16,0,0,0,0,0,2,16,0,8,0,0,1,0,7,16,0,8,0,0,7,1,0,6316,916
"42335",2025,3,3,0,3,0,0,3,0,0,0,0,0,2,3,0,0,0,0,3,0,0,3,0,0,0,0,1,2,0,829,146
"42336",2025,7,7,0,4,3,0,7,0,0,0,0,0,2,7,0,0,3,0,0,0,4,7,0,0,0,0,0,0,0,2603,473
"42338",2025,19,19,0,4,15,0,18,0,0,1,0,0,2,18,0,0,4,9,6,0,0,19,0,0,15,4,0,0,0,8729,1390
"43002",2025,19,19,0,15,4,0,17,1,0,0,0,1,2,18,0,0,0,0,12,0,7,18,0,0,1,9,5,3,0,7433,1283
"43003",2025,17,12,0,5,7,0,11,0,0,0,0,1,2,11,0,0,0,0,5,2,5,12,0,0,0,4,8,0,0,4809,794
"43007",2025,12,12,0,9,3,0,8,4,1,0,0,0,1,12,0,0,0,0,0,0,12,12,0,0,0,0,12,0,0,2272,357
"43010",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,5,1,0,6,0,0,0,2,3,1,0,3112,533
"43012",2025,515,515,0,513,2,0,442,32,15,39,0,2,52,474,0,0,10,10,46,246,203,515,0,0,38,261,193,3,0,156110,25883
"43016",2025,24,24,0,24,0,0,17,1,0,6,0,0,1,18,0,0,0,0,0,24,0,24,0,0,0,0,20,4,0,5267,1143
"43017",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,3137,502
"43018",2025,25,25,0,13,12,0,25,0,0,0,0,0,4,25,0,0,8,0,8,0,9,25,0,0,8,7,10,0,0,10257,1761
"43020",2025,66,66,0,44,22,0,64,1,0,1,0,0,8,65,0,25,0,0,0,31,10,63,0,0,26,7,30,0,0,27170,4477
"43024",2025,7,7,0,3,4,0,7,0,0,0,0,0,0,7,0,0,0,4,3,0,0,7,0,0,0,7,0,0,0,2917,519
"43025",2025,41,41,0,26,15,0,40,0,0,0,0,1,6,40,0,0,0,0,21,14,6,41,0,0,0,19,22,0,0,17580,2993
"43026",2025,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,2,1,0,0,1126,175
"43030",2025,3,3,0,0,3,0,2,1,0,0,0,0,0,3,0,0,0,0,1,0,2,3,0,0,0,1,1,1,0,816,162
"43032",2025,46,46,0,16,30,0,43,0,0,1,1,1,6,43,0,0,14,1,23,0,8,46,0,10,4,22,9,1,0,19111,3122
"43033",2025,27,27,0,22,5,0,23,1,1,2,1,0,3,24,0,0,0,20,0,1,6,27,0,0,0,2,25,0,0,8083,1413
"43034",2025,6,6,0,0,6,0,5,1,1,0,0,0,0,6,0,0,0,2,4,0,0,6,0,0,1,0,5,0,0,2835,467
"43037",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,896,143
"43038",2025,30,30,0,29,1,0,29,1,1,0,0,0,4,30,0,0,0,1,0,29,0,30,0,0,8,7,15,0,0,10851,1870
"43039",2025,13,13,0,5,8,0,10,3,2,0,0,0,3,13,0,0,0,4,4,0,5,13,0,0,3,0,9,1,0,4614,760
"43040",2025,531,529,0,425,104,0,463,17,10,19,7,23,52,480,0,3,29,80,85,236,96,512,0,7,24,349,55,17,1,184855,32146
"43041",2025,378,378,0,367,11,0,352,10,4,4,8,4,23,362,0,0,23,46,85,165,59,336,0,0,57,211,63,5,0,136384,23789
"43042",2025,6,6,0,6,0,0,4,2,1,0,0,0,2,6,0,0,0,0,0,0,6,6,0,0,0,0,6,0,0,1299,209
"43046",2025,164,164,0,142,22,0,150,3,0,1,0,10,21,153,0,0,24,0,0,139,1,161,0,0,7,143,9,1,0,48263,9401
"43047",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,908,160
"43048",2025,18,12,0,6,6,0,12,0,0,0,0,0,1,12,0,0,0,5,0,1,6,12,0,0,5,0,6,1,0,4986,876
"43049",2025,3,3,0,0,3,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,1180,226
"43051",2025,121,121,0,78,43,0,93,4,2,10,0,14,11,97,0,0,0,15,5,57,44,117,0,0,1,51,64,1,0,36679,6449
"43053",2025,2,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,476,87
"43058",2025,17,17,0,17,0,0,16,1,0,0,0,0,3,17,0,0,0,0,17,0,0,17,0,0,2,11,0,0,0,6049,994
"43061",2025,4,4,0,2,2,0,4,0,0,0,0,0,1,4,0,0,2,0,2,0,0,2,0,2,0,0,0,0,0,1741,268
"43062",2025,7,7,0,0,7,0,7,0,0,0,0,0,1,7,0,5,2,0,0,0,0,7,0,2,5,0,0,0,0,3315,526
"43063",2025,3,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,1307,240
"43067",2025,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,376,68
"43069",2025,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,622,98
"43070",2025,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,807,157
"43071",2025,4,4,0,4,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,242,38
"43074",2025,17,17,0,2,15,0,17,0,0,0,0,0,4,17,0,0,0,10,5,0,2,17,0,8,2,5,2,0,0,8078,1358
"43077",2025,8,8,0,0,8,0,2,0,0,6,0,0,0,2,0,0,0,0,8,0,0,7,0,0,0,0,7,0,0,963,178
"43078",2025,72,72,0,14,58,0,71,1,0,0,0,0,4,72,0,0,32,27,11,0,2,70,0,0,38,24,2,6,0,31291,4954
"43080",2025,86,86,0,80,6,0,69,11,5,1,0,5,11,80,0,0,0,3,7,37,39,86,0,0,0,61,25,0,0,24068,3954
"43084",2025,25,25,0,3,22,0,24,1,0,0,0,0,1,25,0,0,0,0,23,0,2,25,0,0,3,9,13,0,0,11322,1884
"43087",2025,105,105,0,71,34,0,75,9,4,21,0,0,6,61,26,26,0,5,32,24,18,105,0,26,8,46,25,0,0,34498,5662
"43089",2025,278,278,0,207,71,0,257,4,2,3,2,12,29,261,0,22,12,10,75,152,7,231,0,0,54,115,48,13,0,105061,17760
"43092",2025,2,2,0,2,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,448,72
"43094",2025,2,2,0,2,0,0,1,1,1,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,304,58
"43096",2025,39,39,0,13,26,0,36,2,1,1,0,0,1,38,0,0,0,9,30,0,0,39,0,0,3,24,10,2,0,16451,2717
"43099",2025,2,2,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,793,134
"43102",2025,24,24,0,4,20,0,21,2,0,1,0,0,0,23,0,0,0,6,14,0,4,24,0,0,0,8,6,10,0,8394,1312
"43108",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1127,200
"43110",2025,13,13,0,0,13,0,13,0,0,0,0,0,3,13,0,0,0,6,3,0,4,13,0,0,6,5,2,0,0,5924,1036
"43111",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,3,1,2,2091,409
"43112",2025,182,182,0,146,36,0,157,9,4,2,2,12,19,166,0,18,0,0,69,57,38,182,0,0,19,130,19,5,1,60046,10590
"43113",2025,40,40,0,20,20,0,36,2,0,1,0,1,8,38,0,0,0,9,10,20,1,40,0,0,0,10,5,25,0,14998,2654
"43114",2025,13,13,0,13,0,0,6,1,1,6,0,0,0,7,0,0,0,0,1,0,12,13,0,0,0,0,3,10,0,1749,271
"43115",2025,13,13,0,12,1,0,11,2,2,0,0,0,2,13,0,0,0,0,12,0,1,13,0,0,0,12,1,0,0,4307,761
"43118",2025,25,25,0,7,18,0,18,2,1,0,5,0,3,20,0,0,0,3,8,5,9,25,0,0,0,5,9,11,0,7276,1347
"43119",2025,42,42,0,6,36,0,42,0,0,0,0,0,5,37,5,5,1,18,12,0,6,42,5,1,8,11,16,1,0,18931,3080
"43120",2025,43,43,0,30,13,0,43,0,0,0,0,0,3,43,0,0,0,0,13,0,30,43,0,0,0,26,17,0,0,16707,3049
"43124",2025,32,26,0,26,0,0,24,1,1,0,0,1,3,25,0,0,0,14,3,0,9,11,0,0,0,3,7,1,0,9407,1536
"43126",2025,16,16,0,16,0,0,15,0,0,1,0,0,2,15,0,0,0,11,5,0,0,11,0,0,2,6,2,1,0,5225,773
"43130",2025,35,35,0,35,0,0,27,1,0,0,0,7,2,28,0,0,0,0,14,12,9,35,0,0,0,15,19,1,0,9430,1580
"43132",2025,8,8,0,0,8,0,6,0,0,2,0,0,0,6,0,0,0,0,8,0,0,8,0,0,0,4,0,0,0,3353,507
"43135",2025,38,38,0,38,0,0,28,6,2,1,0,3,3,34,0,0,0,5,16,12,5,38,0,0,0,1,35,2,0,9165,1592
"43137",2025,435,435,0,339,96,0,420,8,3,2,0,5,52,428,0,0,103,32,79,149,72,420,0,8,58,232,87,19,0,178822,28768
"43140",2025,8,8,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,7,1,0,0,3703,625
"43141",2025,18,18,0,17,1,0,14,3,1,1,0,0,2,17,0,0,0,0,1,0,17,17,0,0,0,0,10,7,0,5520,883
"43142",2025,20,20,0,13,7,0,14,5,4,1,0,0,2,19,0,0,0,3,7,0,10,16,0,0,3,1,7,5,0,5838,982
"43147",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1072,156
"43148",2025,31,31,0,29,2,0,29,0,0,1,1,0,5,29,0,0,0,16,10,0,5,31,0,0,0,15,9,5,0,9845,1668
"43150",2025,7,7,0,7,0,0,4,2,1,1,0,0,2,6,0,0,0,0,0,7,0,7,0,0,0,0,4,3,0,1427,228
"43151",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,2,2,0,0,1033,187
"43152",2025,16,16,0,0,16,0,16,0,0,0,0,0,3,16,0,0,0,16,0,0,0,15,0,0,4,6,3,0,0,6320,998
"43153",2025,152,152,0,152,0,0,130,12,9,7,0,3,28,142,0,0,0,15,18,69,50,152,0,0,26,50,61,0,0,49091,8569
"43154",2025,12,12,0,7,5,0,9,2,2,0,0,1,1,11,0,0,0,0,7,0,5,12,0,0,0,2,9,1,0,3808,654
"43157",2025,1897,1887,721,1657,138,92,1649,30,7,143,45,20,178,1657,22,81,65,209,325,578,629,1676,1,8,566,874,196,14,2,621182,103277
"43158",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1047,168
"43159",2025,10,10,0,4,6,0,10,0,0,0,0,0,1,10,0,0,2,4,4,0,0,9,0,2,0,5,2,0,0,3863,676
"43162",2025,104,104,0,89,15,0,87,7,4,1,0,9,13,94,0,0,0,8,14,47,35,101,0,0,22,31,32,16,0,32972,5838
"43163",2025,16,16,0,16,0,0,3,1,1,12,0,0,0,4,0,0,0,0,0,12,4,16,0,0,0,0,0,16,0,1015,189
"43164",2025,3,3,0,3,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,555,81
"43165",2025,44,38,0,13,25,0,36,2,2,0,0,0,5,38,0,0,4,18,3,0,13,38,0,4,5,4,5,19,1,15829,2593
"43166",2025,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,426,85
"43172",2025,14,14,0,11,3,0,14,0,0,0,0,0,5,14,0,0,0,3,5,0,6,14,0,0,0,3,8,3,0,4945,825
"43174",2025,9,9,0,0,9,0,8,1,0,0,0,0,0,9,0,0,0,5,4,0,0,9,0,0,0,5,4,0,0,3466,611
"43177",2025,79,79,0,76,3,0,71,6,4,2,0,0,9,77,0,0,11,0,6,23,39,78,0,0,4,25,33,5,0,24237,3872
"43181",2025,4,4,0,0,4,0,4,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1791,345
"43184",2025,39,39,0,39,0,0,30,9,1,0,0,0,0,22,17,17,0,0,10,12,0,34,0,0,17,0,11,6,0,12433,1840
