"DEPCOM","millesime","nb_logt_total","nb_ls_actif","nb_ls_qpv","nb_ls_coll","nb_ls_ind","nb_ls_etu","nb_ls_loue","nb_ls_vacant","nb_ls_vacant_3","nb_ls_vide","nb_ls_association","nb_ls_autre","num_mob","denom_mob","nb_mes","nb_ls_age_0_5","nb_ls_age_5_10","nb_ls_age_10_20","nb_ls_age_20_40","nb_ls_age_40_60","nb_ls_age_60_plus","nb_ls_dpe_realise","nb_ls_dpe_new_ener_A","nb_ls_dpe_new_ener_B","nb_ls_dpe_new_ener_C","nb_ls_dpe_new_ener_D","nb_ls_dpe_new_ener_E","nb_ls_dpe_new_ener_F","nb_ls_dpe_new_ener_G","somme_loyer","somme_surface"
"01001",2025,32,32,0,4,28,0,32,0,0,0,0,0,3,32,0,10,4,4,14,0,0,32,0,14,0,4,2,4,0,15552,2370
"01004",2025,2266,2092,645,1960,132,0,1918,67,45,59,2,46,207,1983,2,141,347,335,363,612,294,2054,60,86,379,81,26,5,5,821580,129001
"01005",2025,120,120,0,108,12,0,113,3,0,3,0,1,17,114,2,40,45,12,4,14,5,105,3,3,24,1,0,0,0,53604,7516
"01007",2025,129,129,0,91,38,0,122,3,1,0,0,4,14,125,0,0,51,5,15,39,19,128,0,0,35,12,9,3,0,49966,8533
"01008",2025,17,17,0,13,4,0,17,0,0,0,0,0,1,17,0,0,4,13,0,0,0,17,0,4,13,0,0,0,0,9223,1165
"01010",2025,44,44,0,27,17,0,44,0,0,0,0,0,6,44,0,0,0,0,17,27,0,44,0,0,0,0,5,12,0,20478,3366
"01011",2025,24,24,0,11,13,0,23,0,0,0,0,1,0,23,0,0,13,8,0,0,3,24,0,0,9,5,2,0,0,12564,1783
"01012",2025,10,10,0,6,4,0,9,1,1,0,0,0,2,10,0,0,3,7,0,0,0,9,0,0,0,1,4,0,0,4299,690
"01013",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1114,176
"01014",2025,377,377,0,346,31,0,338,24,15,5,0,10,24,362,0,0,16,69,0,292,0,376,0,0,16,17,25,3,0,121623,21755
"01015",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1012,162
"01016",2025,5,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,0,0,0,0,0
"01017",2025,5,5,0,0,5,0,4,0,0,1,0,0,0,4,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,1989,328
"01021",2025,43,43,0,21,22,0,41,1,0,0,0,1,0,42,0,6,0,6,31,0,0,28,0,0,9,8,0,1,0,19941,2960
"01022",2025,89,89,0,67,22,0,79,9,8,0,0,1,6,88,0,0,5,7,15,40,22,88,0,0,0,21,30,11,0,32635,5412
"01024",2025,186,186,0,110,76,0,180,2,0,0,0,4,20,158,24,47,50,64,22,3,0,186,3,21,118,3,0,0,0,78841,12215
"01025",2025,86,86,0,9,77,0,81,0,0,1,0,4,3,77,4,4,19,22,41,0,0,86,0,0,36,2,17,0,0,39072,6192
"01026",2025,54,54,0,25,29,0,51,1,1,0,0,2,4,52,0,0,15,17,8,14,0,54,0,0,11,1,5,0,0,23858,3832
"01027",2025,123,91,0,72,19,0,83,2,0,4,0,2,10,85,0,0,17,74,0,0,0,86,0,0,40,0,0,0,0,44299,5774
"01028",2025,6,6,0,6,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,2603,407
"01029",2025,34,34,0,5,29,0,34,0,0,0,0,0,3,34,0,10,0,6,18,0,0,34,0,0,0,1,19,0,0,15261,2480
"01030",2025,79,79,0,51,28,0,73,2,1,1,0,3,4,75,0,0,0,0,28,27,24,79,0,0,0,29,0,0,0,32363,4894
"01031",2025,768,768,454,728,40,0,692,24,19,27,0,25,77,709,7,7,0,45,286,381,49,768,0,0,263,123,2,0,3,272205,44674
"01032",2025,390,329,0,167,162,0,301,6,2,18,0,4,35,307,0,0,0,49,175,89,16,328,0,0,67,100,1,0,0,171113,24565
"01033",2025,2165,2077,0,1886,191,0,1885,62,30,62,10,58,116,1947,0,142,174,160,412,813,376,2040,0,3,306,211,84,19,1,795221,127051
"01034",2025,1141,1125,499,1001,124,0,993,46,30,65,0,21,84,1039,0,25,68,121,153,501,257,1087,3,102,352,99,55,0,0,387599,63615
"01035",2025,6,6,0,4,2,0,6,0,0,0,0,0,2,6,0,0,6,0,0,0,0,6,0,0,0,2,0,0,0,2654,444
"01036",2025,29,29,0,3,26,0,29,0,0,0,0,0,4,29,0,0,0,8,18,0,3,29,0,0,8,6,14,0,1,16136,2317
"01038",2025,24,24,0,17,7,0,24,0,0,0,0,0,5,24,0,0,22,0,0,0,2,24,0,0,0,0,0,2,0,10183,1489
"01041",2025,22,22,0,17,5,0,20,2,2,0,0,0,3,22,0,0,4,0,17,0,1,22,0,0,1,3,1,0,0,9976,1478
"01042",2025,14,14,0,0,14,0,14,0,0,0,0,0,2,14,0,6,4,4,0,0,0,14,0,4,8,2,0,0,0,6425,1072
"01043",2025,331,331,0,312,19,0,326,3,0,0,0,2,10,298,31,179,58,34,60,0,0,285,9,23,175,20,0,0,0,170389,21764
"01044",2025,85,31,0,3,28,0,29,1,0,0,0,1,2,30,0,0,0,15,16,0,0,31,0,0,0,1,10,2,0,15236,2385
"01046",2025,12,12,0,0,12,0,12,0,0,0,0,0,4,12,0,0,0,6,6,0,0,12,0,0,6,6,0,0,0,6046,912
"01047",2025,54,54,0,26,28,0,52,1,0,1,0,0,6,53,0,13,30,11,0,0,0,49,0,0,23,5,0,0,0,28773,3836
"01049",2025,134,134,0,88,46,0,129,1,0,1,0,3,11,130,0,22,69,0,25,0,18,125,0,2,51,2,2,0,0,66712,8728
"01051",2025,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1031,165
"01052",2025,2,2,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,283,44
"01053",2025,7490,7176,3595,6543,578,55,6579,104,20,280,68,145,560,6667,16,50,311,1076,1100,3253,1386,7002,2,98,2301,1307,190,57,16,2756837,433666
"01054",2025,13,13,0,7,6,0,13,0,0,0,0,0,0,13,0,6,7,0,0,0,0,13,0,0,10,0,0,0,0,6754,990
"01057",2025,10,10,0,0,10,0,9,0,0,0,0,1,0,5,4,4,0,0,6,0,0,10,0,4,0,0,0,0,0,4607,702
"01058",2025,18,18,0,2,16,0,17,0,0,0,0,1,3,17,0,0,0,0,18,0,0,18,0,0,0,11,0,0,0,9864,1387
"01060",2025,18,13,0,6,7,0,11,2,0,0,0,0,2,13,0,0,0,1,12,0,0,12,0,0,0,6,0,0,0,5781,875
"01062",2025,14,14,0,4,10,0,14,0,0,0,0,0,0,14,0,6,5,0,0,0,3,10,0,0,5,3,0,0,0,7636,1038
"01063",2025,35,35,0,35,0,0,34,0,0,1,0,0,7,34,0,22,2,0,4,2,5,35,0,0,22,7,0,0,0,17678,2366
"01064",2025,61,61,0,11,50,0,56,0,0,3,0,2,4,56,0,0,0,0,18,43,0,61,0,0,0,46,12,0,0,22919,3618
"01065",2025,127,125,0,58,67,0,121,4,1,0,0,0,14,124,1,24,17,52,32,0,0,106,0,0,29,7,0,5,0,59544,8943
"01067",2025,12,12,0,0,12,0,12,0,0,0,0,0,2,12,0,0,0,0,12,0,0,12,0,0,0,0,12,0,0,6522,930
"01068",2025,23,23,0,23,0,0,22,0,0,0,0,1,2,22,0,0,12,0,0,0,11,23,0,6,0,7,1,1,0,9427,1529
"01069",2025,118,117,0,84,33,0,115,2,0,0,0,0,14,117,0,6,6,37,63,1,4,116,0,6,43,3,0,0,0,54249,7935
"01071",2025,502,429,0,362,67,0,413,6,2,2,0,8,30,386,33,79,50,181,112,0,7,369,4,26,173,72,2,5,0,240027,29265
"01072",2025,180,180,0,138,42,0,177,3,0,0,0,0,18,180,0,33,6,62,28,35,16,179,0,5,75,43,6,2,0,87462,12201
"01073",2025,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,1,0,3,0,0,0,0,1397,226
"01074",2025,191,191,0,151,40,0,171,4,2,9,0,7,17,175,0,0,45,17,29,84,16,167,0,1,16,15,14,2,0,70214,11213
"01075",2025,55,55,0,37,18,0,51,0,0,0,4,0,3,50,1,0,39,0,16,0,0,54,8,4,26,0,12,0,0,23119,3529
"01076",2025,8,8,0,8,0,0,7,1,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,2050,460
"01077",2025,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,1,3,0,0,1614,252
"01078",2025,43,43,0,28,15,0,34,6,4,0,0,3,6,40,0,3,10,13,12,0,5,43,0,0,14,2,0,0,0,19705,2275
"01079",2025,54,54,0,50,4,0,46,2,1,0,0,6,4,48,0,0,5,12,9,28,0,54,0,0,0,3,1,6,0,18996,3176
"01080",2025,36,36,0,12,24,0,32,3,1,0,0,1,6,35,0,0,5,8,8,15,0,36,0,0,0,0,3,5,0,15552,2523
"01081",2025,64,64,0,60,4,0,50,11,8,0,0,3,7,61,0,0,0,12,34,18,0,63,0,0,4,14,8,0,0,23074,3624
"01082",2025,19,19,0,19,0,0,18,0,0,1,0,0,2,18,0,0,0,0,8,11,0,19,0,0,0,1,1,0,1,6177,1137
"01083",2025,36,36,0,21,15,0,36,0,0,0,0,0,8,36,0,0,13,14,8,0,1,36,0,12,7,15,1,1,0,15874,2481
"01084",2025,13,13,0,0,13,0,13,0,0,0,0,0,2,13,0,10,3,0,0,0,0,13,3,7,3,0,0,0,0,6514,993
"01087",2025,3,3,0,2,1,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1369,231
"01088",2025,16,16,0,12,4,0,16,0,0,0,0,0,1,16,0,0,12,4,0,0,0,16,0,0,4,0,0,0,0,8405,1133
"01089",2025,112,112,0,38,74,0,110,2,1,0,0,0,7,112,0,33,22,43,14,0,0,91,6,23,19,1,0,0,0,62380,8919
"01090",2025,13,12,0,0,12,0,11,1,1,0,0,0,1,9,3,3,3,0,6,0,0,12,3,0,3,6,0,0,0,5496,848
"01092",2025,32,32,0,0,32,0,32,0,0,0,0,0,2,32,0,7,0,0,0,25,0,32,0,0,0,2,1,0,0,16774,3165
"01093",2025,539,539,0,460,79,0,524,6,4,5,0,4,43,530,0,76,42,40,149,211,21,534,0,12,132,84,10,4,0,227065,35047
"01094",2025,16,16,0,6,10,0,16,0,0,0,0,0,2,16,0,3,0,0,13,0,0,15,0,0,1,0,0,0,0,7552,1177
"01095",2025,37,37,0,23,14,0,37,0,0,0,0,0,8,37,0,0,15,7,10,0,5,37,0,0,13,8,3,0,0,16095,2420
"01096",2025,16,16,0,1,15,0,16,0,0,0,0,0,1,16,0,0,8,1,7,0,0,16,0,0,10,5,1,0,0,7922,1221
"01098",2025,29,29,0,9,20,0,29,0,0,0,0,0,5,29,0,0,0,20,0,9,0,27,0,0,9,18,0,0,0,14491,2090
"01099",2025,32,30,0,30,0,0,30,0,0,0,0,0,5,30,0,0,12,18,0,0,0,30,0,0,8,21,1,0,0,12231,1960
"01102",2025,13,13,0,0,13,0,12,1,0,0,0,0,0,13,0,0,0,4,9,0,0,13,0,0,4,1,0,0,0,6094,951
"01103",2025,64,64,0,61,3,0,60,2,0,1,1,0,0,59,3,3,26,22,13,0,0,54,1,2,17,18,3,0,0,28340,3829
"01104",2025,32,27,0,16,11,0,17,2,1,8,0,0,0,19,0,0,5,0,6,16,0,27,0,0,6,7,0,0,0,7468,1207
"01105",2025,81,81,0,42,39,0,79,1,0,0,0,1,6,80,0,15,11,43,12,0,0,72,0,0,34,18,0,0,0,39618,5834
"01108",2025,75,75,0,43,32,0,73,1,0,0,0,1,12,74,0,9,0,13,30,21,2,61,0,1,16,13,13,7,0,30476,5085
"01109",2025,225,219,0,168,51,0,185,27,3,2,0,5,9,135,77,80,1,40,60,14,24,168,0,19,12,38,24,0,0,102789,12829
"01110",2025,4,4,0,4,0,0,4,0,0,0,0,0,1,4,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,1149,174
"01112",2025,16,16,0,5,11,0,16,0,0,0,0,0,1,16,0,0,0,0,14,0,2,16,0,0,0,9,2,5,0,8328,1246
"01113",2025,65,65,0,25,40,0,65,0,0,0,0,0,8,59,6,6,0,26,21,12,0,65,4,2,3,6,0,0,0,30890,4719
"01114",2025,18,18,0,18,0,0,15,3,1,0,0,0,0,18,0,0,0,0,18,0,0,18,0,0,0,3,12,3,0,8360,1036
"01115",2025,79,79,0,26,53,0,79,0,0,0,0,0,10,79,0,0,8,44,27,0,0,78,0,2,0,4,4,1,0,39671,5783
"01118",2025,17,17,0,15,2,0,16,1,0,0,0,0,5,17,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,8515,1027
"01121",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,2127,329
"01123",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2211,359
"01124",2025,12,12,0,0,12,0,12,0,0,0,0,0,1,12,0,0,6,6,0,0,0,12,0,0,11,0,0,0,0,5840,951
"01125",2025,13,13,0,7,6,0,11,2,1,0,0,0,2,13,0,0,0,0,6,0,7,13,0,0,0,0,2,4,0,5258,826
"01127",2025,6,6,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,3152,512
"01128",2025,10,10,0,0,10,0,10,0,0,0,0,0,0,10,0,0,4,0,6,0,0,10,0,0,0,0,0,0,0,4319,761
"01130",2025,90,90,0,28,62,0,89,0,0,0,0,1,7,83,6,32,11,30,17,0,0,90,0,0,43,1,3,1,0,44492,6844
"01134",2025,45,45,0,10,35,0,44,0,0,0,0,1,1,44,0,0,0,12,28,5,0,45,0,0,9,6,18,0,0,22947,3334
"01135",2025,70,70,0,61,9,0,67,3,0,0,0,0,2,70,0,27,0,31,12,0,0,67,0,3,58,6,0,0,0,35889,4326
"01136",2025,37,37,0,14,23,0,37,0,0,0,0,0,7,37,0,3,10,0,10,14,0,36,2,20,3,10,0,0,0,22506,2863
"01138",2025,368,362,0,343,19,0,319,26,19,6,0,11,25,345,0,3,0,43,35,131,150,361,0,2,33,39,7,1,0,121074,20262
"01139",2025,12,12,0,0,12,0,12,0,0,0,0,0,0,12,0,0,0,6,6,0,0,12,0,0,0,0,0,0,0,6078,900
"01140",2025,36,36,0,5,31,0,33,2,1,0,0,1,3,35,0,0,0,24,12,0,0,36,0,0,0,0,3,0,0,17277,2398
"01142",2025,310,286,0,255,31,0,274,3,1,2,1,6,23,277,0,53,21,112,94,0,6,284,0,13,82,4,5,0,0,156269,19682
"01143",2025,711,705,0,690,15,0,658,15,3,20,0,12,35,639,34,150,146,193,79,82,55,620,12,12,219,110,29,3,1,325619,42078
"01145",2025,78,78,0,57,21,0,78,0,0,0,0,0,11,78,0,0,23,2,36,15,2,76,0,0,0,3,7,0,0,34246,5250
"01147",2025,21,21,0,0,21,0,20,1,0,0,0,0,0,21,0,0,9,0,12,0,0,21,0,0,0,2,7,0,0,9852,1566
"01148",2025,188,188,0,181,7,0,99,18,17,20,24,27,6,117,0,0,0,26,6,56,100,188,0,0,24,8,8,4,4,33530,5896
"01149",2025,23,23,0,19,4,0,21,1,1,0,0,1,3,22,0,0,0,16,7,0,0,23,0,0,5,5,0,0,0,9716,1498
"01153",2025,55,55,0,55,0,0,47,2,1,5,1,0,3,49,0,28,0,27,0,0,0,47,0,15,13,1,0,0,0,24853,2877
"01155",2025,6,6,0,1,5,0,6,0,0,0,0,0,1,6,0,0,0,1,5,0,0,6,0,0,0,0,3,0,0,3138,487
"01156",2025,6,6,0,0,6,0,5,0,0,0,0,1,1,5,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,3255,486
"01157",2025,74,74,0,70,4,0,73,1,0,0,0,0,5,74,0,0,24,15,16,19,0,70,0,0,29,11,0,0,0,33586,5055
"01158",2025,23,23,0,2,21,0,22,0,0,0,0,1,3,22,0,0,6,0,17,0,0,21,0,0,0,5,1,0,0,12034,1651
"01159",2025,135,135,0,67,68,0,128,2,0,1,0,4,9,130,0,0,25,48,50,12,0,135,2,0,32,12,3,0,0,61530,9601
"01160",2025,1433,1423,0,1408,15,0,1324,25,8,48,4,22,58,1252,97,406,336,110,100,470,1,1139,11,44,139,102,14,1,0,687867,88145
"01163",2025,78,77,0,46,31,0,73,2,0,1,0,1,11,75,0,4,0,20,15,38,0,77,0,4,0,10,15,2,0,29964,4680
"01165",2025,16,16,0,6,10,0,15,1,1,0,0,0,1,16,0,0,0,6,10,0,0,16,0,0,0,1,5,0,0,8255,1247
"01166",2025,117,117,0,93,24,0,114,1,0,1,0,1,12,115,0,0,61,56,0,0,0,117,23,4,20,4,8,0,0,57522,7785
"01167",2025,18,18,0,0,18,0,17,0,0,0,0,1,1,17,0,0,12,0,6,0,0,18,0,0,12,0,0,0,0,9393,1418
"01169",2025,8,8,0,0,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,2,6,0,0,0,0,0,3558,538
"01170",2025,33,33,0,0,33,0,33,0,0,0,0,0,4,33,0,0,0,13,20,0,0,33,0,0,0,0,21,0,0,17875,2611
"01171",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,2192,360
"01173",2025,1449,1315,0,1195,120,0,1216,27,6,33,2,37,94,1214,29,140,245,287,228,381,34,1248,26,53,334,151,129,14,0,618549,83527
"01175",2025,48,48,0,0,48,0,47,1,0,0,0,0,8,48,0,0,0,28,20,0,0,48,0,0,22,1,0,0,0,24916,3629
"01179",2025,77,76,0,42,34,0,70,3,2,1,0,2,4,73,0,5,10,20,25,14,2,76,0,0,8,8,3,0,0,34400,5198
"01180",2025,6,6,0,3,3,0,6,0,0,0,0,0,0,3,3,3,3,0,0,0,0,6,1,2,0,0,0,0,0,5383,608
"01181",2025,38,38,0,27,11,0,37,1,1,0,0,0,3,38,0,0,4,1,33,0,0,38,0,0,0,0,5,5,0,18374,2759
"01183",2025,5,5,0,5,0,0,5,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2082,342
"01184",2025,19,19,0,14,5,0,16,2,1,0,0,1,0,18,0,0,0,10,9,0,0,19,0,0,0,2,2,4,0,7350,1121
"01185",2025,456,456,0,393,63,0,413,22,10,10,0,11,70,419,20,0,44,28,79,230,75,430,0,0,27,55,60,28,8,146624,23461
"01187",2025,27,27,0,18,9,0,25,0,0,1,0,1,4,25,0,0,0,3,18,0,6,27,0,0,0,2,5,0,0,10607,1824
"01188",2025,7,7,0,0,7,0,7,0,0,0,0,0,1,7,0,1,6,0,0,0,0,7,0,0,0,0,0,0,0,4235,574
"01189",2025,42,42,0,24,18,0,37,1,0,2,0,2,3,38,0,0,0,18,12,0,12,42,0,0,10,23,0,0,0,16427,2655
"01192",2025,265,264,0,156,108,0,239,9,2,13,0,3,27,248,0,20,21,84,79,52,8,263,20,0,62,76,35,7,1,121120,18154
"01194",2025,732,718,0,684,34,0,677,20,8,12,0,9,44,690,7,7,51,100,204,246,110,718,0,4,61,89,35,0,0,324866,45831
"01195",2025,83,82,0,41,41,0,81,0,0,0,0,1,7,81,0,0,20,50,10,2,0,82,0,0,9,27,3,0,0,40581,6163
"01196",2025,68,68,0,35,33,0,65,0,0,2,0,1,13,65,0,0,40,9,19,0,0,68,0,0,10,1,3,2,0,33093,4486
"01197",2025,14,14,0,14,0,0,14,0,0,0,0,0,1,14,0,0,14,0,0,0,0,1,0,0,1,0,0,0,0,5223,883
"01198",2025,9,9,0,0,9,0,9,0,0,0,0,0,0,9,0,0,0,4,5,0,0,9,0,0,0,4,0,0,0,4831,723
"01199",2025,129,129,0,89,40,0,120,2,1,5,0,2,18,122,0,0,11,12,33,62,11,129,0,0,9,31,3,1,0,49895,8192
"01200",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,2707,336
"01202",2025,739,678,0,572,106,0,652,9,2,1,0,16,44,661,0,16,50,95,93,183,241,677,0,11,104,141,47,11,1,270066,41322
"01203",2025,92,81,0,57,24,0,80,0,0,0,0,1,10,80,0,0,29,16,24,12,0,81,0,0,33,27,11,0,0,38771,5392
"01204",2025,8,8,0,8,0,0,7,0,0,0,0,1,1,7,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,3124,476
"01209",2025,47,47,0,21,26,0,44,2,1,1,0,0,5,46,0,11,0,15,21,0,0,47,0,2,8,2,1,0,0,25019,3323
"01210",2025,28,28,0,21,7,0,21,4,3,3,0,0,6,24,1,0,21,0,7,0,0,28,0,0,1,2,0,0,0,10456,1562
"01211",2025,99,96,0,73,23,0,88,3,0,2,0,3,19,91,0,0,4,41,3,34,14,96,0,1,33,28,0,0,0,38491,5927
"01212",2025,8,8,0,0,8,0,8,0,0,0,0,0,2,8,0,0,0,2,6,0,0,8,0,0,0,0,0,0,0,3802,691
"01213",2025,53,53,0,11,42,0,51,0,0,0,0,2,8,51,0,23,5,0,1,24,0,53,0,7,21,2,22,0,0,24906,3904
"01214",2025,2,2,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,1014,169
"01216",2025,27,22,0,12,10,0,19,1,1,0,0,2,1,20,0,0,0,4,6,12,0,22,0,0,0,0,0,0,0,7164,1248
"01224",2025,144,144,0,97,47,0,139,1,0,1,0,3,11,140,0,51,0,37,36,20,0,144,0,0,87,15,12,1,0,68639,9677
"01225",2025,3,3,0,0,3,0,2,0,0,1,0,0,0,2,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,980,152
"01228",2025,17,17,0,12,5,0,16,1,0,0,0,0,2,17,0,0,7,1,5,0,4,17,0,2,1,0,0,0,0,7505,1035
"01229",2025,119,72,0,49,23,0,67,3,1,0,0,2,14,70,0,4,20,39,9,0,0,72,0,0,18,2,0,0,0,33442,4799
"01230",2025,11,11,0,0,11,0,10,1,0,0,0,0,0,11,0,7,0,0,4,0,0,11,0,7,0,0,2,2,0,5140,796
"01231",2025,10,10,0,10,0,0,10,0,0,0,0,0,1,10,0,0,8,0,2,0,0,10,0,0,5,1,1,0,0,4507,687
"01232",2025,48,48,0,45,3,0,44,2,0,1,0,1,10,46,0,0,0,18,21,9,0,48,0,0,13,3,5,0,4,17960,2655
"01235",2025,78,76,0,69,7,0,72,3,0,0,0,1,17,75,0,0,14,45,17,0,0,76,0,0,24,20,1,0,0,32851,4884
"01236",2025,15,15,0,10,5,0,15,0,0,0,0,0,1,15,0,10,0,0,5,0,0,15,0,0,10,0,0,0,0,6595,1017
"01237",2025,132,132,0,110,22,0,129,0,0,0,0,3,10,129,0,0,0,36,62,34,0,131,0,0,21,17,3,0,1,57903,9065
"01238",2025,133,133,0,116,17,0,130,2,0,0,0,1,8,130,2,8,55,16,54,0,0,125,3,1,8,0,0,0,0,62717,8617
"01240",2025,5,5,0,3,2,0,5,0,0,0,0,0,1,5,0,0,0,0,2,0,3,5,0,0,0,0,2,0,0,2222,353
"01241",2025,73,73,0,31,42,0,70,1,0,0,0,2,10,71,0,0,37,16,20,0,0,73,0,1,15,4,0,0,0,34754,5099
"01242",2025,5,5,0,3,2,0,4,1,1,0,0,0,1,5,0,0,0,0,5,0,0,4,0,0,0,0,2,0,0,1674,290
"01243",2025,8,8,0,4,4,0,8,0,0,0,0,0,0,8,0,4,4,0,0,0,0,8,0,0,8,0,0,0,0,3715,574
"01244",2025,826,799,0,675,124,0,758,16,3,9,1,15,84,772,4,28,26,135,191,395,24,762,1,23,148,62,10,0,1,354998,53342
"01245",2025,3,3,0,0,3,0,3,0,0,0,0,0,1,3,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,1586,243
"01246",2025,142,142,0,66,76,0,133,5,1,3,0,1,16,138,0,12,20,16,22,69,3,142,0,9,42,19,24,8,3,63561,9787
"01247",2025,19,19,0,19,0,0,18,0,0,1,0,0,1,18,0,0,0,9,10,0,0,19,0,0,1,6,12,0,0,7563,1196
"01248",2025,217,217,0,211,6,0,196,20,18,0,0,1,22,208,8,110,26,20,53,0,8,142,0,12,68,22,0,2,6,100911,12708
"01249",2025,855,801,0,771,30,0,762,14,8,3,1,21,46,762,14,45,88,14,164,348,142,736,0,2,161,25,12,7,1,328953,49859
"01250",2025,55,55,0,31,24,0,53,1,0,1,0,0,4,54,0,10,5,19,18,0,3,55,0,0,20,2,0,0,0,27974,4166
"01254",2025,88,88,0,26,62,0,85,1,0,1,0,1,8,86,0,0,36,42,10,0,0,88,0,2,7,1,0,0,0,40465,6535
"01255",2025,11,11,0,7,4,0,11,0,0,0,0,0,1,11,0,0,0,2,2,7,0,11,0,0,1,8,0,0,0,3506,575
"01257",2025,4,4,0,0,4,0,4,0,0,0,0,0,1,4,0,0,0,0,4,0,0,4,0,0,0,0,1,0,0,1613,228
"01258",2025,32,32,0,8,24,0,31,0,0,0,0,1,1,31,0,0,0,16,16,0,0,32,0,0,12,5,0,0,0,18376,2494
"01259",2025,25,25,0,0,25,0,25,0,0,0,0,0,2,25,0,0,4,0,21,0,0,25,0,0,0,1,5,1,0,13254,2050
"01261",2025,19,19,0,5,14,0,19,0,0,0,0,0,0,19,0,0,0,15,4,0,0,15,0,0,6,8,0,0,0,9959,1709
"01262",2025,715,692,432,662,30,0,634,29,14,12,0,17,48,653,10,61,14,23,33,432,129,683,0,7,29,21,8,8,1,268646,40649
"01263",2025,102,97,0,82,15,0,97,0,0,0,0,0,5,93,4,12,12,0,32,35,6,97,0,0,7,5,1,0,0,46148,6740
"01264",2025,45,45,0,11,34,0,45,0,0,0,0,0,5,41,4,4,11,18,12,0,0,45,0,4,15,18,0,0,0,21609,3355
"01265",2025,590,588,0,520,68,0,563,6,1,8,0,11,49,569,0,0,74,36,92,357,29,588,0,0,34,32,23,2,4,237103,37642
"01266",2025,326,326,0,248,78,0,317,2,1,0,0,7,40,319,0,26,151,48,36,65,0,297,0,1,64,16,10,5,0,149635,22108
"01267",2025,49,49,0,47,2,0,48,1,1,0,0,0,10,49,0,0,0,0,11,38,0,49,0,0,26,11,9,3,0,18661,3168
"01268",2025,4,4,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1928,382
"01269",2025,491,478,0,464,14,0,381,16,9,69,2,10,35,397,0,0,30,46,87,267,48,478,0,0,81,122,8,6,3,158850,25224
"01272",2025,43,43,0,31,12,0,43,0,0,0,0,0,3,43,0,0,10,9,10,12,2,43,0,0,10,1,1,0,0,17684,2900
"01273",2025,47,47,0,12,35,0,46,1,0,0,0,0,3,47,0,0,3,25,18,0,1,41,0,0,7,20,1,0,1,24692,3750
"01274",2025,54,54,0,26,28,0,51,1,1,1,0,1,7,52,0,0,0,10,27,12,5,54,0,0,0,17,0,6,0,23590,3738
"01275",2025,114,114,0,113,1,0,113,1,1,0,0,0,11,114,0,0,1,30,83,0,0,114,0,1,6,0,0,0,0,59840,7782
"01281",2025,534,532,0,531,1,0,484,17,3,1,15,15,43,471,30,78,116,200,138,0,0,501,10,2,187,180,18,0,0,243377,28648
"01282",2025,4,4,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,2016,341
"01283",2025,4396,4320,1914,4166,154,0,3958,103,37,153,1,105,347,4061,0,61,252,57,600,2112,1238,4236,0,112,299,491,82,24,13,1510935,256917
